text,label
VirginAmerica should I be concerned that I am about to fly on a entity that needs to be delayed due to a entity entity,0
AmericanAir Asked for a entity of a entity entity for entity booked entity in past 24 entity entity was rude Just told me no Didn t even try to help,0
united entity 1219 My entity boiled over after dealing with attendant Her entity was ridiculous,0
JetBlue entity 99 to DCA 2 entity I m all for erring on the entity of entity but it s an entity to entity with connecting entity,0
USAirways if a entity is to large to put down the entity and now is using entity of my entity what is my entity nothappy,0
jetblue it would be nice if the app would actually inform you that a entity is delayed,0
JetBlue nope entity to be found,0
AmericanAir what entity is it to charge for a entity entity when the entity entity t great Losing entity and now missing entity this is bs,0
JetBlue entity entity to ask entity entity Landed almost 40 entity ago,0
USAirways entity for your entity I left a entity for DCA lost and found entity crossed we find it,1
AmericanAir entity not on entity you entity just watched entity unfold on entity but still am very proud,1
USAirways Decided to be a good entity and give you guys another entity entity delayed Again,0
VirginAmerica amazing entity entity again RaeAnn in SF she s the best customerservice virginamerica flying,1
USAirways PLEASE improve your entity entity Going through multiple entity amp entity just to be told to call back Late Flightr entity FAIL,0
VirginAmerica you are failing your entity because your entity in entity does not link to entity pre entity,0
SouthwestAir everything entity This is my 3rd entity for the entity and this entity I ve been on entity for 1 5 entity I ll hang up and try again,0
SouthwestAir pretty terrible entity entity entity on entity 10 entity Then a busy entity Then disconnected entity all entity have to suck,0
USAirways Cancelled Flightled my entity then put me on a entity the next entity I need entity from entity other than a robot PLEASE entity appreciated,0
SouthwestAir TaylorLumsden entity entity gotta love entity responsiveness entity the very least huh,0
SouthwestAir my entity entity frm STL2ATL Cancelled Flighted 2nite When s the next one entity,0
USAirways why did you Cancelled entity entity 1773 to phl while delta flew a entity at the same entity on entity you Cancelled Flighted for no entity,0
JetBlue entity,1
United why is it so impossible to actually get a entity AND their entity to their final entity,0
united has once again earned a entity as the worst entity in the entity,0
AmericanAir entity for following up it finally worked entity crossed the new entity entity,1
USAirways stop Cancelled Flighting entity over and over and not provide any real entity to your entity strandedinnashville,0
united I was abused threatened and forced to travel in a lower cabine last entity in entity s entity from entity to Sao Paulo,0
AmericanAir come on I just want to go entity I can t miss another entity of entity stuckinmemphis texasisclosed,0
united never fails flying FC entity entity get chicken entity the entity she says you should of told me other entity wanted chicken entity,0
USAirways AmericanAir entity entity of cust entity for a entity flying solo entity entity entity not be flying w entity entity again,0
USAirways I just want to find my entity so I won entity have to go through the entity of trying to claim what was in my entity usairwaysfail,0
AmericanAir since you don t entity about what happens to your entity on your entity we will now be contacting the entity Dept,0
SouthwestAir really All other entity are staffed and you ve got a entity looped one and no entity in entity in OKC,0
USAirways entity to the whole entity for an on entity entity despite inclement entity entity entity entity eQePkkPSXM,1
JetBlue ZKatcher OMG Bored entity read through this convo Seems like JetBlue is on entity,0
JetBlue no they re too busy being awesome and trying to get us out ASAP I ll entity,1
united But why do entity with no entity entity to buy an upgd at much less than entity ahead of entity with earned confirmed entity,0
AmericanAir continues to win I ve never missed a entity before but a nice little quiet entity entity made it possible Sheesh,1
USAirways great entity entity from your entity with a challenging entity entity on entity 1925 out of entity entity friendlyteam,1
AmericanAir appreciate entity entity also appreciated our entity entity to explain to us just now Accurate authoritative comms is vital,1
united you had us REBOARD without the entity So now we ll be sitting in here for another 20 entity entity entity entity EEReKDf9Fq,0
united you already have entity so you are halfway there,0
united we re stuck at OGG looks like entity will be Cancelled Flightled Can you help,0
JetBlue Cancelled Flighted my entity Went with another entity 2 leave 2day They Cancelled Flighted also Called JetBlue entity got same entity but now 250 more,0
AmericanAir entity for the entity on my Cancelled Flightled entity NOT entity entity entity me for entity no good entity caused me 2 leave early,0
united entity poor on the entity entity entity here 180 entity is enough to make a grown entity entity I m not a grown entity but entity happened,0
JetBlue entity my entity delayed an entity entity for reminding me why I switched to delta,0
united Could this email be resent as it doesnt appear to have arrived,0
USAirways can I speak to a human with some entity I wrote an entity to discuss my entity and received a generic sorry email back,0
AmericanAir no entity made to the entity entity entity potable entity on entity this entity We will take off soon entity for new entity MCI gt DFW,0
united if you re going to Cancelled entity entity entity do everyone a entity and get on it now entity entity stall the inevitable,0
USAirways That s 1h 10m waiting to get my entity 1h40m of entity entity plus the 2hrs of entity I had on the entity out Never flying you again,0
united love the new 1st entity entity,1
JetBlue loves to respond to positive entity but they ignore entity w entity Just ask NOLA musician entity beatz247 about that shameful,0
USAirways your entity entity is a entity I have been on entity for 1 entity I m a entity entity with entity and feel like it s worthless,0
united just curious why you d entity a entity without a entity Seems crucial to the entity entity no,0
united entity that would be awesome,1
united went to entity entity entity and they were able to help out Still entity for following up,1
united I ve sent the entity let me know if you got it I m not very twitter entity Also is he REALLY going to be stuck for 18hrs,0
united please entity trace my entity which was put through without a entity entity on 11 entity 2014 at entity entity,0
AmericanAir me because it might not be so urgent for you but it really is for me 5,0
SouthwestAir I agree RT 9NEWS One entity is the entity away favorite at entity 9NEWSBusiness entity entity entity o3WlaInImY,1
SouthwestAir Secondly we did not begin boarding on entity despite our entity being present and deplaned entity we left over 30 entity Late entity,0
SouthwestAir BTW I was completely unable to buy entity for my entity using entity S4 Couldn entity entity out or scroll to touch entity,0
SouthwestAir FortuneMagazine well deserved,1
JetBlue Unhappy with 4 entity delayed entity Missed entity,0
AmericanAir at entity entity to entity delayed 20 entity waiting for entity they are boarding entity to LAX waiting for over and entity WTF,0
SouthwestAir Learn how to give entity on multiple entity the same entity boarding entity at least if you can t give them boarding entity,0
united entity I needed entity of entity but received entity,0
USAirways now entity horrible entity say you have no where for her to sleep,0
united my entity was supposed to depart to entity at 4 36 and now it s departing at 6 30 due to entity with finding a entity Thanks a entity,0
JetBlue They just came out entity for the follow up That entity why you re the best,1
americanair been calling your for 4 entity to reschedule a entity to DFW due to weather and your entity t even let me stay on entity,0
SouthwestAir understand entity is an entity but on entity Cancelled Flighted reinstated Cancelled Flighted with hardly any entity and doing entity for me,0
SouthwestAir my entity for entity 9 on s entity of 1 to 10,0
JetBlue nope The regular entity was multi entity faster You literally direct all the entity and entity into the same entity as entity,0
united I did The entity went on for about 20 entity before returning to the entity entity PressureCooker HeatTrap,0
JetBlue why wouldn entity you just entity it right to my entity instead of having a separate entity on That seems pretty ridiculous,0
united of entity this entity I see a non entity from IAH to SFO but that was not available entity UnitedHatesUsAll,0
united your Airserv entity aren t worth a wet entity 30min Late entity still not done entity entity on UA1566 They made checkin a entity,0
united That s not something we like to hear Hopefully our entity can resolve entity have you on your entity ASAP entity 3 15 entity still not resolved,0
JetBlue Thank you,1
SouthwestAir entity for the entity entity entity I watched them all and noticed the entity entity high five at the entity of the entity entity,1
USAirways Your entity entity are polite But your entity are habitually Late entity In many entity entity are waiting for the entity entity,0
USAirways Would you guys please send entity entity to gate B15 in Philly All the entity missed there entity and there s only 2,0
united really entity called in entity and then entity FORGOT to call a entity Now an entity Late entity to take off theworst,0
AmericanAir don t entity I ll be sending a entity with what I expect from you for entity I fly twice a entity entity you guys for now,0
united entity wasn entity working onboard Alerted attendant entity entity You sent me to a entity for 24 entity with 7 entity no entity at entity,0
JetBlue you can t beat jetblue in entity entity entity entity t entity NRpWmGyv3e,1
united A measly 50 e entity is not how you appreciate loyal entity after they wait 3hrs on the entity during UA1116 unacceptable,0
united I was on entity for over 20 entity and was talking to one of your entity I asked him for entity or entity and he hung up in my entity,0
AmericanAir exceptional entity entity from entity my misplaced entity was waiting for me at checkin followed by a smooth entity Thank you,1
united entity just sent,1
USAirways Missed entity Rude CSR entity entity entity entity entity entity on entity entity me out with a RT pattonoswalt you re my only entity,0
AmericanAir was told at 7pm my entity would 1000 be at my entity by 9pm entity they re not and I continue to be lied to,0
USAirways Just spoke with a entity Moved my entity earlier Thank you so much for the follow up,1
USAirways I have never had a more unpleasant entity entity in my entity Now I might not get on my entity entity entity This is insane,0
SouthwestAir entity Pre entity entity showing up on my entity entity and I ve followed all of the entity Please entity,0
USAirways to a booked entity for the entity so I had to find him a entity at entity Then say his entity will be on the entity but can t 2 3,0
USAirways would be less annoying if entity entity weren t getting worse with every entity entity keep entity captive for no good entity,0
AmericanAir last entity ever on entity You botched this entity entity to the entity of entity I d pay more to fly entity,0
AmericanAir nah u boofin u dont entity like any entity i know Respond like entity actually have a entity And again i dont want entity entity,0
USAirways ur entity was my entity was of no entity entity wanted me sit for 3 xtra entity in the entity entity out entity donotflyusair,0
united no Cancelled Flightn just left us to fend for ourselves when flt came in Late entity entity runaround for 3 entity Each entity blaming previous 1,0
AmericanAir my entity is they were able and did for many other entity but chose not to for this one,0
USAirways I fucking hate your entity entity I ve been on entity all entity trying to figure out why you Cancelled Flighted my entity,0
united your entity told us not to call because we d be talking to entity in entity,0
AmericanAir Joanna is wonderful new entity booked by a very friendly and helpful entity during a very stressful entity Thank You,1
SouthwestAir why can t you take me to entity yall are my fav entity,0
USAirways Some of my 4 entity are anxious entity and I can t sit with all 4 with current entity entity entity that our 6 entity changed,0
SouthwestAir What an awesome entity entity 2 entity entity entity refused bc of my entity entity entity entity but u entity didn t entity,1
USAirways there is no extreme entity in entity entity up the entity entity more entity,0
united your b737 800w literally the smallest entity I have ever have my entity got stuck In the tiny entity entity well disspointed premier1k,0
USAirways who do I call to use entity entity prev cxl tix that can t be rebooked online entity I called quoted me 1k higher than the entity,0
SouthwestAir entity entity has already changed 2x most recent had 3 entity come out and then stop entity entity has no entity what s going on,0
USAirways 2133 entity now Cancelled Flightled entity been rebooked on 2pm entity If on entity take off I ll have spent 5 extra entity at DCA,0
united My entity is lost and I can t get ahold of anyone that can help,0
AmericanAir worst entity ever VirginAmerica all the entity,0
USAirways delayed I m charlotte big entity,0
AmericanAir you have Cancelled Flightled my entity because of my last entity Do the right entity and reinstate my entity,0
USAirways AmericanAir I was supposed to get from entity to pittsburgh by 10pm Instead I m now not getting in until 4pm entity,0
USAirways My entity amp his entity stranded in CLT entity bc entity E36 entity wouldn entity hold entity for two entity Now driving in bad entity,0
USAirways me too,1
USAirways You should be prepared for entity All I want to do is find out if I can take entity to PHL to catch my entity,0
USAirways Cancelled Flightled due to maintenance The entity was there for 10 entity Get your entity together because there are a entity of entity unhappy,0
JetBlue what s up entity entity so far resulting in over three entity of unnecessary entity waiting,0
SouthwestAir entity for the quick entity Should I call daily it wait the 5 entity,1
JetBlue I cheated on you and I m sorry I ll never do it again SouthwestAir has given my entity and I the worst entity to a entity ever,0
JetBlue incredible entity entity,1
AmericanAir If you care could you have entity call me to explain what is going on,0
JetBlue woulda been nice of you to let us know that or post it Your entity still show the entity on entity,0
SouthwestAir loved it,1
AmericanAir I ve been trying to call to cxl a entity for entity due to needing entity this entity cannot get through,0
USAirways Yeah I know that but now I ll have to spend almost 500 entity more on my entity since the entity has gone up over the entity,0
united 18 entity so far this entity 13 entity including 2 Cancelled Flightations Late Flightst entity entity needed mandatory entity entity entity,0
AmericanAir I ve been on the entity waiting for 40 entity again,0
AmericanAir I m not sure what happened to my USAirways entity when the entity took entity,0
JetBlue yes 3 entity I need some one to call me and help me change a entity I can t do online entity,0
united 3875 to entity which we are supposed to be boarding right now but has yet to land,0
AmericanAir entity of upset entity freezing terminal and no entity entity Kept us waiting on entity beyond allowable entity entity,0
united entity entity see a justifiable entity to get on an early entity with entity No entity entity to conveniently get their entity in early,0
SouthwestAir FortuneMagazine friendliest entity,1
united why So I can waste more of entity on this entity to get an automated entity Disappointing as always,0
JetBlue it s okay I m actually a tea kinda entity anyway entity,1
united entity sent entity,1
AmericanAir so disappointed with this entity never again will I entity with you guys,0
united the best entity should be for paying entity and we should get to entity first badcustomerservice,0
united I interviewed entity as a entity entity I was the last entity the entity said they lost my entity entity came back to entity me,0
SouthwestAir Conf 8Q6MFD Finally got through entity told the entity was completely booked That would have been better entity than advise 2 entity,0
JetBlue can t change it entity blue entity and I can t get to a entity,0
AmericanAir praywinn between understaffing what looks like a entity entity entity entity and entity for the entity,0
USAirways There is no reFlight entity entity the entity I m flying to attend Waiting for jetway entity entity ON entity,0
SouthwestAir nvm entity said they re holding entity entity for quick entity,1
usairways would it kill you to let me know how many entity I might be on entity,0
AmericanAir oh I did All I received back was an entity saying entity happen Uh huh,0
JetBlue last entity in entity back to entity entity entity Looking forward to an another amazing entity with you all,1
AmericanAir Why doesn entity anyone make a better entity to retain entity It should be an easy entity I just want to travel entity,0
USAirways does anyone from your entity know how to do their entity,0
USAirways this is more than having entity This is not acceptable entity entity entity N7pSuEJDC8,0
united took this entity on entity awesome entity entity entity IVGpZSjtkW,1
JetBlue some entity stole my entity on the entity but I was the entity that had to sit elsewhere Is that standard entity,0
USAirways waiting for entity now over 25min in Phl entity entity,0
SouthwestAir My entity entity entity She is stranded in entity and can t get out until entity They won entity find her entity because entity too high,0
SouthwestAir I did but no entity can find the entity and we need everything in it in the next two entity,0
united entity,1
AmericanAir you ever wonder why you find yourselves responding to so many entity entity on entity It s because your entity entity,0
JetBlue entity NYC entity is amazing The lax JetBlue Sending an entity with entity but it was a disappointing entity JetBlueCheeps,0
SouthwestAir How It is not possible to call SWA on the entity You put me on entity for an entity and then cut me off,0
SouthwestAir there really should not be entity to call via entity if you are that back logged I could have done it online in 3 entity,0
united can you help 689 in entity entity to a entity Freezing on a entity seems like a crappy entity to do at 9pm,0
USAirways forgetting to fuel up Realizing there was more cargo to add to plane One entity to try and mask a entity,0
USAirways spoke with your entity in entity and entity Very poor entity entity still sitting in Philly entity YOUR entity,0
AmericanAir entity but you did manage to lose two of our entity Horrendous entity,0
United has entity to respond to everyone else s entity but not mine You just lost a entity,0
united 75 of a entity entity entity boarding in your entity entity might be an entity of a broken entity,0
AmericanAir to my entity After waiting 2 entity and missing our second entity with them Our entity made the entity though,0
USAirways entity entity no entity entity was catered so drinks only entity preflight entity or coathanging 1st drink entity 50 entity after take off,0
SouthwestAir I ll have to drop by next entity I visit,1
USAirways I keep calling your entity entity 800 428 4322 and it keeps saying they are too busy to help amp to call back Late Flightr FOR entity entity entity,0
united United entity entity is A entity got me a entity Late Flightr Still not sure why a last min UAL Cancelled Flightlation costs me yet overbooked entity get,0
AmericanAir entity both entity said that it is located at entity entity Also was informed that it flew with entity which shouldn entity entity,1
SouthwestAir you re right I do I ve been traveling all entity and you guys dropped the entity entity for a long entity,0
USAirways I will NEVER travel entity entity again Flew in from entity to entity last entity and for the 2nd entity on this entity my entity didn t arrive,0
AmericanAir When I left entity I was 2nd in entity for entity I land and I m 4th entity entity get first available entity Awesome,0
SouthwestAir Had to pay a 25 entity entity on a entity but can t seem to find the entity for it How can I get a entity for entity,0
AmericanAir Appreciate your entity is busy but when I call having your automated entity hang up on me is not helpful,0
JetBlue the entity just stated that after 22 entity of flying he has never experienced anything like this gettingoffplane,0
united entity from san fransico to entity was evacuated why,0
SouthwestAir SouthwestOliver that s a great entity entity there,1
JetBlue now when I call it s still at the entity and might be going out entity,0
JetBlue what s the entity up with entity 1553 entity should ve taken entity 30 entity ago,0
united big entity nogate waiting for our entity entity fucken entity everything I fly you fail worstairlineever,0
JetBlue lol at your estimated entity entity entity hasn entity even started boarding yet You can t even get your entity right,0
SouthwestAir why are you the ONLY entity that is not flying out of BNA entity,0
united entity have sent u entity via entity I appreciate your entity and entity,1
JetBlue entity got entity in 32 entity career never thought this was possible 2 entity worth entity of in Italian entity robbed,0
JetBlue I did FlyFi worked well and was free aboard this entity,1
SouthwestAir fly2midway 45 minute entity for my entity Just what I needed on a entity entity,0
USAirways we r rebooked got conflicting entity abt entity entity no extra entity entity on entity entity no comped entity club for 9 entity wait,0
USAirways entity I never received a entity entity for my entity though they are confirmed so says the automated entity Any entity,0
USAirways Eyyyy Cancelled Flightlations entity entity entity reFlight entity entity but y all got me on the same entity out entity not entity amp the FC entity Thx,1
USAirways PHLAirport we don t entity your entity in not having entity to have a entity come in You better not mess with us now,0
JetBlue entity there entity with the mobile entity entity My app entity crashing when I try accessing entity,0
AmericanAir file loc TJYCQH entity at entity since last nite Not scheduled to get entity unt aft 8 entity entity shld entity ashamed I m disgusted entity entity,0
AmericanAir entity and the entity rebook confirmed an outbound that departs after the entity entity entity the entity entity,0
united 1k entity broken entity back broken entity broken entity lost bag entity thnx UA922 awesome entity,0
united entity entity know her last entity but entity at your entity entity is terrific Friendly helpful Terrific entity entity,1
united entity is all self entity entity entity own entity entity at entity Most difficult entity your own entity Not easy ImproveTheProcess,0
SouthwestAir entity rocks entity for the entity and the follow Rebooked earlier entity,1
SouthwestAir 3 entity entity no entity but entity and entity Also no entity in the entity New entity OldPoliciesWayBetter,0
USAirways entity and entity destroyed both on outbound entity last entity amp inbound lastnight in entity Careless,0
united Another delayed United entity I should not be this surprised or upset I m mostly disappointed I have to Cancelled entity my entity with my entity,0
SouthwestAir You need to be more accommodating to your loyal entity Not happy now,0
USAirways this is the aforementioned entity AmericanAir sure you want to merge with these entity hitting entity http t entity C24cEfa9pl,0
united I d really like to get off of this entity now,0
AmericanAir I ll give a entity for whoever entity and entity to me on Thurs when I fly back thru dfwairport I these entity,0
VirginAmerica I m having entity adding this entity my entity booked to my Elevate entity entity http t entity pX8hQOKS3R,0
AmericanAir entity We departed 24 entity Late Flightr with a crazy entity One of the entity simply freaked out and got away from entity before entity,0
united I wrote to you but got entity and I am out of entity It is very simple entity entity ypu provide entity for your entity,0
USAirways I have 3 entity and no entity has been able to help me out,0
AmericanAir Still waiting on entity from entity 1613 2440 entity entity entity entity not happy with your entity,0
USAirways that s why u entity are my 1 entity,1
AmericanAir you can t change my entity and not have enough entity to handle entity unacceptable AmericanAirlines,0
JetBlue any entity on entity 122 pbi entity entity Can we wait to arrive at entity based on reported 1 and 1 2 entity entity,0
united It s still a valid entity Just seems strange to delay for Late entity inbound crew 7 entity from now when the entity is already here,0
united according to your entity I m not owed a entity please may I be provided with a entity entity before I go to my entity to file entity,0
united entity United I understand that But he would actually like his own entity back What have you done with it He also wants the entity,0
JetBlue remember I m very doubtful and not very hopeful,0
united Hmmm seems like this could be something to be changed to be more flyerfriendly,1
USAirways Interesting you forward entity but never entity entity s worst entity GoingForGreatnessFAIL,0
USAirways on entity 2 entity 54 entity What s going on,0
AmericanAir entity for sharing these entity entity of entity for your entity We appreciate all their hard entity,1
AmericanAir usually raving about the entity to LAX Your nbr1 and entity can t entity out how to hang a entity and serve a entity 6F,0
JetBlue would love to respond to link but supervisor entity entity up and refused to give me entity and hid her entity from me,0
AmericanAir entity I note some but not all entity are Cancelled Flightled are only some entity entity working out of DFW entity entity,0
united it s frustrating as a frequent entity loyal since Continental entity entity paying 3 entity or more on entity of entity entity,0
USAirways it shouldn t take longer to get to the entity than the entity itself takes 59 entity flying entity 47 entity on entity so far,0
JetBlue great to see the RedSox entity and your entity you entity entity by entity at entity catsanddogslivingtogether entity entity entity KFUyYoKUFv,1
united thats weak entity ya Hey VirginAmerica,0
AmericanAir ugh entity us in dfw entity no entity then Cancelled entity our entity 3 more entity entity entity now Tue,0
JetBlue Maybe stop telling entity the wrong entity on your entity entity entity,0
AmericanAir entity 2954 entity to entity entity AmazingFlightCrew,1
united entity 1114 Unfortunately this entity t an isoLate Flightd entity I haven t waited less than 20min in entity,0
united this is despicable I spoke to many diff entity amp everyone is telling me something different I have a entity no I need my entity now,0
AmericanAir She seems a little preoccupied that s why I m bringing it to your entity I am just flagging an entity as an entity,0
USAirways entity entity Cancelled Flighted due to weather at entity but entity has not Cancelled Flighted entity on same entity,0
united flighted delayed for entity 10pm entity to entity is now 4am Did you seriously lose my entity,0
AmericanAir I have filed multiple entity I prefer to continue warning the public instead of wasting more entity with this inhumane entity,0
USAirways made it to the entity for entity but my entity didn entity I know travel happens but is there anyway I can get more entity info,0
JetBlue entity booked Heading out to entity with the WikiPearl entity for NatProdExpo on entity 6 8 Can t entity ExpoWest,1
USAirways entity If you have another entity also that would be nice Appears to be a entity entity,1
americanair entity to your entity I now have a ruined entity and you refuse to do anything about it,0
united all good entity it isn t your entity that entity is having entity entity,1
united Exhausted entity frustrated entity to a FB entity abt my travel entity entity t co LaRKC8vc4s,0
united most terrible entity entity happening to everyone right now on entity UA1750 6 entity 4 hrs entity missed all my entity now thnx,0
USAirways I ve flown entity entity at least five entity Every single entity has been like this entity speak louder than entity,0
SouthwestAir entity entity thru entity have A1 boarding entity entity to entity entity boarding 40 entity before flt get entity of entity entity,1
USAirways I just think it s weird to have entity as 666,1
AmericanAir are you ignoring me on entity It was sad enough having your automated entity hang up on me,0
united ua1673 still waiting Supposed to depart 9 08,0
united really fill out a entity about my entity entity I sent an entity to the 1K entity entity,0
VirginAmerica KarinSLee Of entity Have fun celebrating entity Happy entity New entity,1
AmericanAir so you fail again entity to rdu sitting waiting on entity entity your entity are not good,0
USAirways AmericanAir 28 entity Late Flightr still no email entity entity needs entity to approve last minute entity entity request,0
USAirways entity Kairys 2 2 and another sent him to the wrong entity entity and the entity weren t working entity,0
USAirways and entity are thin when you don t even offer entity entity to your stranded entity,0
AmericanAir This doesn entity entity my entity I am on entity for 30 entity to speak with an entity,0
USAirways your a miserable entity and your entity of entity is a entity of that entity extinct entity entity only delays the inevitable,0
USAirways where entity my entity You called at entity promising it entity would like an update like your website entity I need that entity,0
AmericanAir entity but not with much entity from you guys,0
SouthwestAir Gracias appreciate that,1
AmericanAir entity it isn t sheer entity was reigning at DFW entity I was there On a entity on the entity entity I doubt you were,0
AmericanAir great entity entity entity,1
united you changed my entire entity entity for entity and now I will be there alone a entity and entity early with nowhere to stay entity,0
JetBlue after applying my new entity she left my entity on the entity rather than loading on the entity entity I had to walk back 50 entity,0
JetBlue can you let me know entity of entity 454 PBI entity delayed 2 5hours now on entity entity with entity,0
united entity was VERY helpful in entity routing us to Punta Cana when entity entity failed Other entity NOT so helpful,0
SouthwestAir Your wifi entity I m not mad but i wouldn t entity it if i got my entity refunded,0
SouthwestAir how long does it take for entity from RR entity to post to my entity Got email saying I ve earned entity but don entity see entity,0
AmericanAir I fly American because of entity but severe entity entity so I can t entity to make entity why have a entity if u entity modify,0
united I sent you a entity as requested but have not heard anything Can you address the entity I brought up in my entity and explain what happened,0
united lt lt lt lt lt shoddy entity entity Of no entity whatsoever unitedairline,0
USAirways when do we get our entity usaireays 699 entity to RDU entity entity entity vU5lBZXtRX,0
united my entity left his entity on entity Am out of entity and can not call easily Is there an entity to contact,0
SouthwestAir entity Just got my entity pre entity entity put it in my acct But it s not on my entity entity for a entity this entity entity Can it be updated,0
united they helped me at the entity entity entity Said bc entity entity was down in FLL not all entity made it but bag will be in EWR 12,0
united I m fully aware it s just that your entity are harsh toward the entity Especially since you re going to resell my entity for more,0
