text,label
USAirways PLEASE improve your phone entity system entity Going through multiple prompts entity amp menus entity just to be told to call back Late Flightr MAJOR entity FAIL,0
VirginAmerica you are failing your customers entity because your check entity in process entity does not link to TSA entity pre check entity,0
SouthwestAir everything OK entity This is my 3rd call entity for the day entity and this time entity I ve been on hold entity for 1 5 hrs entity I ll hang up and try again,0
SouthwestAir pretty terrible customer entity service entity Sat entity on hold entity 10 min entity Then a busy signal entity Then disconnected Do entity all airlines entity have to suck,0
USAirways Cancelled Flightled my flight entity then put me on a flight entity the next day entity I need help entity from somebody entity other than a robot PLEASE Much entity appreciated,0
SouthwestAir TaylorLumsden Taylor entity U entity gotta love SWA entity responsiveness at entity the very least huh,0
SouthwestAir my parents entity flight entity frm STL2ATL Cancelled Flighted 2nite When s the next one out entity,0
USAirways why did you Cancelled Flight entity flight entity 1773 to phl while delta flew a flight entity at the same time entity on time entity you Cancelled Flighted for no reason entity,0
JetBlue thanks entity,1
United why is it so impossible to actually get a passenger entity AND their luggage entity to their final destination entity,0
united has once again earned a place entity as the worst airline entity in the business entity,0
AmericanAir thanks entity for following up it finally worked Fingers entity crossed the new flight entity works entity,1
USAirways stop Cancelled Flighting flights entity over and over and not provide any real help entity to your customers entity strandedinnashville,0
united I was abused threatened and forced to travel in a lower cabine last seat entity in yesterday entity s flight entity from Houston entity to Sao Paulo,0
AmericanAir come on I just want to go home entity I can t miss another day entity of work entity stuckinmemphis texasisclosed,0
united never fails flying FC order entity ravioli entity get chicken Tell entity the FA entity she says you should of told me other people entity wanted chicken idiot entity,0
USAirways AmericanAir Total entity lack entity of cust service entity for a mom entity flying solo w entity baby entity Will entity not be flying w Am entity Air entity again,0
USAirways I just want to find my bag entity so I won t entity have to go through the hassle entity of trying to claim what was in my suitcase entity usairwaysfail,0
AmericanAir since you don t care entity about what happens to your passengers entity on your planes entity we will now be contacting the Police entity Dept,0
SouthwestAir really All other carriers entity are staffed and you ve got a triple entity looped one and no employees entity in sight entity in OKC,0
USAirways thanks entity to the whole team entity for an on time entity flight entity despite inclement weather entity http entity t entity co entity eQePkkPSXM,1
JetBlue ZKatcher OMG Bored amp entity read through this convo Seems like JetBlue is on point entity,0
JetBlue no they re too busy being awesome and trying to get us out ASAP I ll deal entity,1
united But why do people entity with no status entity get entity to buy an upgd at much less than cost entity ahead of premiers entity with earned confirmed certificates entity,0
AmericanAir continues to win I ve never missed a flight entity before but a nice little quiet gate entity change entity made it possible Sheesh,1
USAirways great job entity today entity from your team entity with a challenging weather entity delay entity on flight entity 1925 out of Charlotte entity travel entity friendlyteam,1
AmericanAir appreciate update entity Have entity also appreciated our pilots entity effort entity to explain to us just now Accurate authoritative comms is vital,1
united you had us REBOARD without the captain entity So now we ll be sitting in here for another 20 min entity http entity t entity co entity EEReKDf9Fq,0
united you already have vomit entity so you are halfway there,0
united we re stuck at OGG looks like flight entity will be Cancelled Flightled Can you help,0
JetBlue Cancelled Flighted my flight entity Went with another airline entity 2 leave 2day They Cancelled Flighted also Called JetBlue amp entity got same flight entity but now 250 more,0
AmericanAir thanks entity for the call entity on my Cancelled Flightled flight entity NOT Flight entity Booking entity Problems entity me for Tues entity no good weather entity caused me 2 leave early,0
united feeling entity poor on the church entity mouse entity level entity here 180 dollars entity is enough to make a grown man entity cry entity I m not a grown man entity but tears entity happened,0
JetBlue shocker entity my flight entity delayed an hour entity Thanks entity for reminding me why I switched to delta,0
united Could this email be resent as it doesnt appear to have arrived,0
USAirways can I speak to a human with some compassion entity I wrote an email entity to discuss my experience entity and received a generic sorry email back,0
AmericanAir no repair entity made to the water entity line entity No entity potable water entity on board entity this flight entity We will take off soon Time entity for new planes entity MCI gt DFW,0
united if you re going to Cancelled Flight entity flights entity today entity do everyone a favor entity and get on it now Don entity t entity stall the inevitable,0
USAirways That s 1h 10m waiting to get my bag entity 1h40m of flight entity delays entity plus the 2hrs of delay entity I had on the way entity out Never flying you again,0
united love the new 1st class entity breakfast entity,1
JetBlue loves to respond to positive tweets entity but they ignore problems entity w customers entity Just ask NOLA musician j entity beatz247 about that shameful,0
USAirways your customer entity service entity is a nightmare entity I have been on hold entity for 1 hour entity I m a platinum entity member entity with AA entity and feel like it s worthless,0
united just curious why you d board entity a flight entity without a pilot entity Seems crucial to the flight entity process entity no,0
united thanks entity that would be awesome,1
united went to Customer entity Service entity kiosk entity and they were able to help out Still thanks entity for following up,1
united I ve sent the message entity let me know if you got it I m not very twitter literate entity Also is he REALLY going to be stuck for 18hrs,0
united please help entity trace my luggage entity which was put through without a name entity tag entity on 11 February entity 2014 at Albuquerque entity airport entity,0
AmericanAir me because it might not be so urgent for you but it really is for me 5,0
SouthwestAir I agree RT 9NEWS One airline entity is the fly entity away favorite at DIA entity 9NEWSBusiness http entity t entity co entity o3WlaInImY,1
SouthwestAir Secondly we did not begin boarding on time entity despite our aircraft entity being present and deplaned Thus entity we left over 30 min entity Late Flight entity,0
SouthwestAir BTW I was completely unable to buy wifi entity for my flight entity using Galaxy entity S4 Couldn t entity zoom entity out or scroll to touch Buy entity,0
SouthwestAir FortuneMagazine well deserved,1
JetBlue Unhappy with 4 hour entity delayed flight entity Missed dinner entity,0
AmericanAir at JFK entity flight entity to Boston entity delayed 20 min entity waiting for catering entity they are boarding flight entity to LAX waiting for over and hour entity WTF,0
SouthwestAir Learn how to give folks entity on multiple flights entity the same day entity boarding position entity at least if you can t give them boarding passes entity,0
united Yes entity I needed plenty entity of assistance entity but received none entity,0
USAirways now U entity horrible people entity say you have no where for her to sleep,0
united my flight entity was supposed to depart to Boston entity at 4 36 and now it s departing at 6 30 due to issues entity with finding a pilot entity Thanks a lot entity,0
JetBlue They just came out Thanks entity for the follow up That s entity why you re the best,1
americanair been calling your for 4 hours entity to reschedule a flight entity to DFW due to weather and your won entity t even let me stay on hold entity,0
SouthwestAir understand weather entity is an issue entity but on time entity Cancelled Flighted reinstated Cancelled Flighted with hardly any updates entity and doing nothing entity for me,0
SouthwestAir my rating entity for Southwest entity 9 on s scale entity of 1 to 10,0
JetBlue nope The regular line entity was multi x entity faster You literally direct all the wheelchairs entity and strollers entity into the same line entity as EMS entity,0
united I did The AC entity went on for about 20 minutes entity before returning to the Mojave entity Desert entity PressureCooker HeatTrap,0
JetBlue why wouldn t entity you just credit entity it right to my account entity instead of having a separate sign entity on That seems pretty ridiculous,0
united of course entity this morning entity I see a non stop entity from IAH to SFO but that was not available yesterday entity UnitedHatesUsAll,0
united your Airserv contractors entity aren t worth a wet damn entity 30min Late Flight entity still not done w entity bags entity on UA1566 They made checkin a calamity entity,0
united That s not something we like to hear Hopefully our staff entity can resolve amp entity have you on your way entity ASAP ML entity 3 15 amp entity still not resolved,0
JetBlue Thank you,1
SouthwestAir thanks entity for the b entity day entity concert entity I watched them all and noticed the fist entity bump entity high five at the end entity of the rock entity version entity,1
USAirways Your gate entity team entity are polite But your planes entity are habitually Late Flight entity In many cases entity passengers entity are waiting for the flight entity crew entity,0
USAirways Would you guys please send service entity agents entity to gate B15 in Philly All the people entity missed there connections entity and there s only 2,0
united really Someone entity called in sick entity and then someone entity FORGOT to call a replacement entity Now an hour entity Late Flight entity to take off theworst,0
AmericanAir don t worry entity I ll be sending a letter entity with what I expect from you for compensation entity I fly twice a week entity w entity you guys for now,0
united wifi entity wasn t entity working onboard Alerted attendant re entity socket entity You sent me to a hotel entity for 24 hours entity with 7 Vouchers entity no wifi entity at hotel entity,0
JetBlue you can t beat jetblue in space entity s entity matter entity http entity t co entity NRpWmGyv3e,1
united A measly 50 e certificate entity is not how you appreciate loyal customers entity after they wait 3hrs on the tarmac entity during UA1116 unacceptable,0
united I was on hold entity for over 20 minutes entity and was talking to one of your employees entity I asked him for name entity or id entity and he hung up in my face entity,0
AmericanAir exceptional customer entity service entity from AA entity my misplaced item entity was waiting for me at checkin followed by a smooth flight entity Thank you,1
united thanks entity just sent,1
USAirways Missed flight entity Rude CSR No entity flight entity till entity Tuesday entity No entity answer entity on twitter entity Help entity me out with a RT pattonoswalt you re my only hope entity,0
AmericanAir was told at 7pm my bags entity would 1000 be at my house entity by 9pm Well entity they re not and I continue to be lied to,0
USAirways Just spoke with a representative entity Moved my flight entity earlier Thank you so much for the follow up,1
USAirways I have never had a more unpleasant travel entity experience entity in my life entity Now I might not get on my flight entity till entity tomorrow entity This is insane,0
SouthwestAir TSA entity Pre isn entity t entity showing up on my boarding entity passes entity and I ve followed all of the steps entity Please help entity,0
USAirways to a booked hotel entity for the night entity so I had to find him a room entity at midnight entity Then say his bags entity will be on the plane entity but can t 2 3,0
USAirways would be less annoying if road entity conditions entity weren t getting worse with every min entity U entity keep passengers entity captive for no good reason entity,0
AmericanAir last flight entity ever on AA entity You botched this weather entity delay entity to the point entity of absurdity entity I d pay more to fly Delta entity,0
AmericanAir nah u boofin u dont talk entity like any humans entity i know Respond like u entity actually have a brain entity And again i dont want customer entity relations entity,0
USAirways ur response entity was my inconvenience entity was of no matter entity U entity wanted me sit for 3 xtra nights entity in the city entity w entity out comp entity donotflyusair,0
united no Cancelled Flightn just left us to fend for ourselves when flt came in Late Flight entity Getting entity runaround for 3 hrs entity Each employee entity blaming previous 1,0
AmericanAir my understanding entity is they were able and did for many other flights entity but chose not to for this one,0
USAirways I fucking hate your customer entity service entity I ve been on hold entity all morning entity trying to figure out why you Cancelled Flighted my flight entity,0
united your worker entity told us not to call because we d be talking to someone entity in Thailand entity,0
AmericanAir Joanna is wonderful new flight entity booked by a very friendly and helpful agent entity during a very stressful day entity Thank You,1
SouthwestAir why can t you take me to Knoxville entity yall are my fav help entity,0
USAirways Some of my 4 kids entity are anxious Husband entity and I can t sit with all 4 with current setup entity No entity warning entity that our 6 seats entity changed,0
SouthwestAir What an awesome flight entity Dallas entity 2 NY entity Virgin entity America entity refused bc of my child entity s entity peanut entity allergy entity but u guys entity didn t Thanks entity,1
USAirways there is no extreme weather entity in Miami entity Pick entity up the phone entity Hire entity more people entity,0
united your b737 800w literally the smallest seats entity I have ever have my dad entity got stuck In the tiny bathroom entity ad entity well disspointed premier1k,0
USAirways who do I call to use credit entity fm entity prev cxl tix that can t be rebooked online Rep entity I called quoted me 1k higher than the website entity,0
SouthwestAir baggage entity claim entity has already changed 2x most recent had 3 bags entity come out and then stop claim entity team entity has no idea entity what s going on,0
USAirways 2133 Flight entity now Cancelled Flightled Have entity been rebooked on 2pm flight entity If on time entity take off I ll have spent 5 extra hours entity at DCA,0
united My bag entity is lost and I can t get ahold of anyone that can help,0
AmericanAir worst experience entity ever VirginAmerica all the way entity,0
USAirways delayed I m charlotte big surprise entity,0
AmericanAir you have Cancelled Flightled my flights entity because of my last name entity Do the right thing entity and reinstate my tickets entity,0
USAirways AmericanAir I was supposed to get from fresno entity to pittsburgh by 10pm Instead I m now not getting in until 4pm tomorrow entity,0
USAirways My brother entity amp his family entity stranded in CLT tonight entity bc gate entity E36 agent entity wouldn t entity hold plane entity for two minutes entity Now driving in bad weather entity,0
USAirways me too,1
USAirways You should be prepared for Weather entity All I want to do is find out if I can take train entity to PHL to catch my connection entity,0
USAirways Cancelled Flightled due to maintenance The plane entity was there for 10 hours entity Get your shit entity together because there are a lot entity of people entity unhappy,0
JetBlue what s up Three entity delays entity so far resulting in over three hours entity of unnecessary extra entity waiting,0
SouthwestAir thanks entity for the quick response entity Should I call daily it wait the 5 days entity,1
JetBlue I cheated on you and I m sorry I ll never do it again SouthwestAir has given my wife entity and I the worst start entity to a honeymoon entity ever,0
JetBlue incredible PR entity team entity,1
AmericanAir If you care could you have someone entity call me to explain what is going on,0
JetBlue woulda been nice of you to let us know that or post it Your boards entity still show the flight entity on time entity,0
SouthwestAir loved it,1
AmericanAir I ve been trying to call to cxl a reservation entity for tomorrow entity due to needing surgery entity this week entity cannot get through,0
USAirways Yeah I know that but now I ll have to spend almost 500 dollars entity more on my ticket entity since the price entity has gone up over the week entity,0
united 18 flights entity so far this year entity 13 delays entity including 2 Cancelled Flightations Late Flightst reason entity crew entity needed mandatory sleep entity IN entity MEXICO entity,0
AmericanAir I ve been on the line entity waiting for 40 minutes entity again,0
AmericanAir I m not sure what happened to my USAirways status entity when the merger entity took place entity,0
JetBlue yes 3 times entity I need some one to call me and help me change a flight entity I can t do online Thanks entity,0
united 3875 to Denver entity which we are supposed to be boarding right now but has yet to land,0
AmericanAir Lots entity of upset people entity freezing terminal and no gate entity agent entity Kept us waiting on plane entity beyond allowable time entity length entity,0
united don entity t entity see a justifiable cost entity to get on an early flight entity with seats entity No airline entity charges entity to conveniently get their passengers entity in early,0
SouthwestAir FortuneMagazine friendliest employees entity,1
united why So I can waste more of time entity on this airline entity to get an automated message entity Disappointing as always,0
JetBlue it s okay I m actually a tea kinda guy entity anyway Thanks entity,1
united DM entity sent Thanks entity,1
AmericanAir so disappointed with this airline entity never again will I book entity with you guys,0
united the best seats entity should be for paying customers entity and we should get to board entity first badcustomerservice,0
united I interviewed yesterday entity as a flight entity attendant entity I was the last person entity the recruiter entity said they lost my file entity n entity came back to interview entity me,0
SouthwestAir Conf 8Q6MFD Finally got through amp entity told the flight entity was completely booked That would have been better info entity than advise 2 call entity,0
JetBlue can t change it True entity blue points entity and I can t get to a phone entity,0
AmericanAir praywinn between understaffing what looks like a labor entity slowdown entity weather entity incompetence entity and disregard entity for the customer entity,0
USAirways There is no reFlight Booking entity Problems entity the event entity I m flying to attend Waiting for jetway driver entity STILL entity ON TARMAC entity,0
SouthwestAir nvm gate entity said they re holding connections entity Thanks entity for quick response entity,1
usairways would it kill you to let me know how many minutes entity I might be on hold entity,0
AmericanAir oh I did All I received back was an email entity saying delays entity happen Uh huh,0
JetBlue last sleep entity in Cali entity back to JFK entity tomorrow entity night entity Looking forward to an another amazing flight entity with you all,1
AmericanAir Why doesn t entity anyone make a better effort entity to retain customers entity It should be an easy fix entity I just want to travel AA entity,0
USAirways does anyone from your airline entity know how to do their job entity,0
USAirways this is more than having patience entity This is not acceptable http entity t entity co entity N7pSuEJDC8,0
united took this picture entity on Thursday entity awesome http entity t entity co entity IVGpZSjtkW,1
JetBlue some woman entity stole my seat entity on the plane entity but I was the one entity that had to sit elsewhere Is that standard protocol entity,0
USAirways waiting for bags entity now over 25min in Phl bag entity claim entity,0
SouthwestAir My wife entity needs entity help entity She is stranded in Chicago entity and can t get out until Monday entity They won t entity find her bag entity because volume entity too high,0
SouthwestAir I did but no one entity can find the bag entity and we need everything in it in the next two hours entity,0
united thanks entity,1
AmericanAir you ever wonder why you find yourselves responding to so many customer entity complaints entity on twitter entity It s because your airline entity sucks entity,0
JetBlue JFK entity NYC staff entity is amazing The lax JetBlue Sending an email entity with details entity but it was a disappointing experience entity JetBlueCheeps,0
SouthwestAir How It is not possible to call SWA on the phone entity You put me on hold entity for an hour entity and then cut me off,0
SouthwestAir there really should not be guidance entity to call via phone entity if you are that back logged I could have done it online in 3 minutes entity,0
united can you help 689 in Chicago entity get entity to a gate entity Freezing on a runway entity seems like a crappy thing entity to do at 9pm,0
USAirways forgetting to fuel up Realizing there was more cargo to add to plane One way entity to try and mask a delay entity,0
USAirways spoke with your reps entity in NH entity and PA entity Very poor communications entity Bags entity still sitting in Philly TRAIN entity YOUR STAFF entity,0
AmericanAir yes entity but you did manage to lose two of our bags entity Horrendous airline entity,0
United has time entity to respond to everyone else s complaints entity but not mine You just lost a customer entity,0
united 75 of a plane entity s entity passengers entity boarding in your Premier entity groups entity might be an indication entity of a broken process entity,0
AmericanAir to my destination entity After waiting 2 hours entity and missing our second flight entity with them Our luggage entity made the flight entity though,0
USAirways First entity class entity no snack entity basket entity was catered so drinks only No entity preflight drink entity or coathanging 1st drink service entity 50 min entity after take off,0
SouthwestAir I ll have to drop by next time entity I visit,1
USAirways I keep calling your help entity line entity 800 428 4322 and it keeps saying they are too busy to help amp to call back Late Flightr FOR A entity WEEK entity NOW entity,0
united United Club entity team entity is A amp entity got me a seat entity Late Flightr Still not sure why a last min UAL Cancelled Flightlation costs me yet overbooked folks entity get,0
AmericanAir Thanks entity both airlines entity said that it is located at AA entity Detroit entity Also was informed that it flew with AA entity which shouldn t entity matter entity,1
SouthwestAir you re right I do I ve been traveling all day entity and you guys dropped the ball entity Making entity for a long night entity,0
USAirways I will NEVER travel US entity Airways entity again Flew in from LA entity to DC entity last night entity and for the 2nd time entity on this airline entity my bags entity didn t arrive,0
AmericanAir When I left Orlando entity I was 2nd in line entity for standby entity I land and I m 4th Priority entity members entity get first available seats entity Awesome,0
SouthwestAir Had to pay a 25 fare entity difference entity on a change entity but can t seem to find the receipt entity for it How can I get a copy entity for reimbursement entity,0
AmericanAir Appreciate your system entity is busy but when I call having your automated system entity hang up on me is not helpful,0
JetBlue the pilot entity just stated that after 22 years entity of flying he has never experienced anything like this gettingoffplane,0
united flight entity from san fransico to jfk entity was evacuated why,0
SouthwestAir SouthwestOliver that s a great FA entity right entity there,1
JetBlue now when I call it s still at the warehouse entity and might be going out tonight entity,0
JetBlue what s the hold entity up with flight entity 1553 boarding entity should ve taken place entity 30 minutes entity ago,0
united big surprise entity nogate waiting for our plane entity Same entity fucken issues entity everything I fly you fail worstairlineever,0
JetBlue lol at your estimated departure entity time entity Plane entity hasn t entity even started boarding yet You can t even get your delays entity right,0
SouthwestAir why are you the ONLY airline entity that is not flying out of BNA today entity,0
united ok entity have sent u info entity via DM entity I appreciate your help entity and consideration entity,1
JetBlue Clients entity got ZERO entity in 32 years entity career never thought this was possible 2 suitcases entity worth thousands entity of in Italian clothing entity robbed,0
JetBlue I did FlyFi worked well and was free aboard this flight entity,1
SouthwestAir fly2midway 45 minute wait entity for my bags entity Just what I needed on a Sunday entity night entity,0
USAirways we r rebooked got conflicting info entity abt baggage entity Y entity no extra plane entity batteries entity on hand entity Y entity no comped admirals entity club for 9 hr entity wait,0
USAirways hello entity I never received a confirmation entity code entity for my flights entity though they are confirmed so says the automated reply entity Any ideas entity,0
USAirways Eyyyy Cancelled Flightlations Flight entity Booking entity Problemss entity reFlight Booking entity Problemss entity but y all got me on the same flight entity out tonight entity not tomorrow entity amp the FC upgrade entity Thx,1
USAirways PHLAirport we don t control entity your stupidity entity in not having room entity to have a plane entity come in You better not mess with us now,0
JetBlue Are entity there issues entity with the mobile boarding entity passes entity My app keeps entity crashing when I try accessing Thanks entity,0
AmericanAir file loc TJYCQH Bag entity at airport entity since last nite Not scheduled to get PU entity unt aft 8 WHY entity U entity shld b entity ashamed I m disgusted w entity u entity,0
AmericanAir yes entity and the auto entity rebook confirmed an outbound that departs after the return entity flight entity fire entity the software entity programmers entity,0
united 1k member entity broken seat entity back broken tv entity broken light entity lost bag gee entity thnx UA922 awesome job entity,0
united Don entity t entity know her last name entity but Karen entity at your call entity center entity is terrific Friendly helpful Terrific representative entity Kudos entity,1
united Boston entity is all self service entity Swipe entity yr entity own boarding entity pass entity at gate entity Most difficult Tag entity your own bag entity Not easy ImproveTheProcess,0
SouthwestAir SW entity rocks thanks entity for the reply entity and the follow Rebooked earlier flight entity,1
SouthwestAir 3 flights entity yesterday entity no treats entity but nuts entity and pretzels entity Also no origami entity in the magazine entity New policies entity OldPoliciesWayBetter,0
USAirways luggage entity and contents entity destroyed both on outbound trip entity last week entity amp inbound lastnight in philadelphia entity Careless,0
united Another delayed United flight entity I should not be this surprised or upset I m mostly disappointed I have to Cancelled Flight entity my trip entity with my dad entity,0
SouthwestAir You need to be more accommodating to your loyal customers entity Not happy now,0
USAirways this is the aforementioned pilot entity AmericanAir sure you want to merge with these patron entity hitting hoodlums entity http t co entity C24cEfa9pl,0
united I d really like to get off of this plane entity now,0
AmericanAir I ll give a reward entity for whoever finds entity and returns entity to me on Thurs when I fly back thru dfwairport I these earrings entity,0
VirginAmerica I m having trouble entity adding this flight entity my wife entity booked to my Elevate account entity Help entity http t co entity pX8hQOKS3R,0
AmericanAir No entity We departed 24 hours entity Late Flightr with a crazy crew entity One of the lady entity simply freaked out and got away from job entity before departure entity,0
united I wrote to you but got nothing entity and I am out of US entity It is very simple thing entity Will entity ypu provide compensation entity for your delay entity,0
